Позначка часу,Група,"Припустим, що ми навчили логістичну регресію. На новому прикладі х вона видає результат hθ(x)=0.4. Це означає (оберіть ВСІ релевантні варіанти)",Припустимо для навчальної множини використовується класифікатор логістичної регресії hθ(x) з двома ознаками. Оберіть всі коректні твердження ,Яку проблему вирішує сингулярний розклад матриці?,Масштабування даних - це,"Для логістичної регресії градієнт обчислюється за формулою. Які із формул коректно описують модифікацію вагових коефіцієнтів логістичної регресії, якщо коефіцієнт швидкості навчання рівний α. Оберіть всі можливі варіанти. ",Оберіть всі вірні твердження,Unnamed: 16,Припустимо для навчальної множини використовується класифікатор логістичної регресії hθ(x) з двома ознаками. Оберіть всі коректні твердження .1,Unnamed: 18,Оберіть на картинках всі приклади переначання моделі на навчальних даних,Оберіть на картинках всі приклади недоначання моделі на навчальних даних,Які із тверджень вірні щодо навчання логістичної регресії?,Які проблеми виникають при навчанні багатофакторної лінійної регресії з використанням нормальної системи рівнянь?,Побудувати модель класифікації на основі персептрона Розенблатта і описати функцію роздільної поверхні для обчислення логічної функції not(A&B). Навести приклади обчислення значень цієї функції. 
03.11.2023 22:24:06,ФБ-05,,"Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Стандартизація,Варіант 2,"Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",A,"Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Додавання нової ознаки в модель завжди покращує роботу моделі на навчальних даних",A,"B, A",D,"Додавання нових ознак до моделі допоможе уникнути перенавчання, Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних, Додавання параметру регуляризації завжди покращує роботу моделі на навчальних даних",Всі прераховані,
03.11.2023 22:25:59,ФІ-03,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1",C,"Логістична регересія дозволить розділити класи, оскільки це нелінійна функція, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",B,"A, B",D,Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=1hZXk72phGktk3nY2aO3UELDFPeMvzuxf
03.11.2023 22:26:14,ФБ-05,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Стандартизація,"Варіант 2, Одночасно для всіх j","Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона",A,"Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Додавання нової ознаки в модель завжди покращує роботу моделі на навчальних даних",A,"C, B, A","D, C","Додавання параметру регуляризації завжди покращує роботу моделі на навчальних даних, Додавання нових ознак до моделі допоможе уникнути перенавчання","Всі прераховані, Сингулярний розклад, Погана обумовленість матриці",
03.11.2023 22:27:15,ФБ-04,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6",Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Логістична регересія дозволить розділити класи, оскільки це нелінійна функція, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",D,D,"C, B","Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних, Додавання нових ознак до моделі допоможе уникнути перенавчання","Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=137N94cxLuY6ljdJlclIeKWNMyXuJCnxI
03.11.2023 22:31:01,ФБ-06 ,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j, Одночасно для всіх j","Значення сигмоїдної функції ніколи не перевищує 1, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу",A,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",D,D,"A, B, C","Додавання нових ознак до моделі допоможе уникнути перенавчання, Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних","Мультиколеніарність, Сингулярний розклад",https://drive.google.com/open?id=10avJPcKfA1QPrLLkvsiD--gCYErbj5lH
03.11.2023 22:32:40,ФБ-05,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Спосіб попередньої обробки даних в аналізі даних,"для всіх j одночасно, Одночасно для всіх j","Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення сигмоїдної функції ніколи не перевищує 1",A,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Логістична регересія дозволить розділити класи, оскільки це нелінійна функція",C,"B, A","D, C",Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,Всі прераховані,https://drive.google.com/open?id=1zcDz4Etu85M0CYkY0_xRlOxL4_7-2WgK
03.11.2023 22:35:16,ФБ-05,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Спосіб попередньої обробки даних в аналізі даних,"для всіх j одночасно, Одночасно для всіх j","Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу",A,"Логістична регересія дозволить розділити класи, оскільки це нелінійна функція, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",C,"B, A","D, C",Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,Всі прераховані,https://drive.google.com/open?id=1TtjGvOV-OjdtSnnnRDRsnT4AEHOA9vIz
03.11.2023 22:44:00,ФБ-04,,"При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",B,D,"C, B, A","Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних, Додавання нових ознак до моделі допоможе уникнути перенавчання","Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1KnsCxxpG-IvgcQ60CgZzxZFERedkVCN-
03.11.2023 22:45:19,ФБ-05,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків",Навчання багатофакторної лінійної регресії,Спосіб попередньої обробки даних в аналізі даних,"Одночасно для всіх j, для всіх j одночасно","Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення сигмоїдної функції ніколи не перевищує 1",A,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Логістична регересія дозволить розділити класи, оскільки це нелінійна функція",C,"B, A","C, D",Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,Всі прераховані,https://drive.google.com/open?id=16Br6-GXgr36xFecuTSCoW1jVHgJGcWhT
03.11.2023 22:46:18,ФБ-05,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Спосіб попередньої обробки даних в аналізі даних,"Одночасно для всіх j, для всіх j одночасно","Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",A,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Логістична регересія дозволить розділити класи, оскільки це нелінійна функція",C,"B, A","C, D",Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,Всі прераховані,https://drive.google.com/open?id=1cGmzlDYF0prant35kA_ECLPoRfwcHoZm
03.11.2023 22:46:40,ФБ-02,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1",C,"Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",B,A,"C, D","Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних, Додавання нових ознак до моделі допоможе уникнути перенавчання","Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=1lOVuiFINeNPPc4t7MXYiAPc9gaNYQF0g
03.11.2023 23:04:57,ФІ-01,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Спосіб попередньої обробки даних в аналізі даних,"для всіх j одночасно, Одночасно для всіх j","Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення сигмоїдної функції ніколи не перевищує 1, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",C,Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,B,A,"D, C",Додавання нових ознак до моделі допоможе уникнути перенавчання,"Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=14b_l-zU3o80oJvjw5MaGXRowTxbjFkdr
03.11.2023 23:05:55,ФБ-02,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона",C,"Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",B,"B, A",D,Додавання нової ознаки в модель завжди покращує роботу моделі на тестових даних,"Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1Ke-17SM70kZuhADsMsvZKBa4IoQ9T6zK
03.11.2023 23:19:39,ФБ-04,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j","Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Значення сигмоїдної функції ніколи не перевищує 1",D,"Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",A,D,C,Додавання нових ознак до моделі допоможе уникнути перенавчання,"Мультиколеніарність, Погана обумовленість матриці, Сингулярний розклад",https://drive.google.com/open?id=1-ujfvVEV4nrzyxhFPjz8NQALQUC2nWiD
03.11.2023 23:25:42,ФФ-01,"P(y=0|x;θ)=0.4, P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.6, P(y=1|x;θ)=0.4","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Для оптимального значення θ функція втрат J(θ)>=0, При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Варіант 2, для всіх j, Одночасно для всіх j, для всіх j одночасно","Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",C,"Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Додавання нової ознаки в модель завжди покращує роботу моделі на навчальних даних",B,A,D,"Додавання нової ознаки в модель завжди покращує роботу моделі на тестових даних, Додавання параметру регуляризації завжди покращує роботу моделі на навчальних даних, Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних","Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=1XDZ3UDTUAT7qZ_biju-vy2aylX585pbM
03.11.2023 23:30:48,ФБ-02,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Значення сигмоїдної функції ніколи не перевищує 1, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу",C,"Додавання нової ознаки в модель завжди покращує роботу моделі на навчальних даних, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",B,"A, B",D,Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=12EyC394t8QXiXKkW2PBFjr6CjJxDskf1
03.11.2023 23:41:11,ФБ-02,"P(y=1|x;θ)=0.6, P(y=1|x;θ)=0.4","При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j, Одночасно для всіх j","Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона",C,"Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",B,"A, B",D,Додавання нових ознак до моделі допоможе уникнути перенавчання,"Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1P8dCBdOPIn8yYA3jp8RCKPbJmsF2JfSg
03.11.2023 23:57:46,ФБ-04,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Для оптимального значення θ функція втрат J(θ)>=0",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення сигмоїдної функції ніколи не перевищує 1",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",B,A,D,"Додавання параметру регуляризації завжди покращує роботу моделі на навчальних даних, Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних",Всі прераховані,https://drive.google.com/open?id=1PRu1aBgQIQEDTWSHm2FLUr2YPqRaYdtl
03.11.2023 23:57:51,ФБ-04,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4",Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",B,"A, B","D, C","Додавання нових ознак до моделі допоможе уникнути перенавчання, Додавання нової ознаки в модель завжди покращує роботу моделі на тестових даних","Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=16uPmMEN-lpPwV4dIwYcNxuYd4lIrva9H
04.11.2023 00:00:13,ФІ-02,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Спосіб попередньої обробки даних в аналізі даних,,"Значення сигмоїдної функції ніколи не перевищує 1, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона",B,"Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",C,"A, B","D, C",,"Погана обумовленість матриці, Мультиколеніарність",
04.11.2023 16:53:08,ФБ-05,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Додавання нової ознаки в модель завжди покращує роботу моделі на навчальних даних",D,A,D,"Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних, Додавання нової ознаки в модель завжди покращує роботу моделі на тестових даних","Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=1_1qqG7fYWY765iV-RVnH9SdOqHoTRYL5
05.11.2023 21:15:11,фе-01,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення сигмоїдної функції ніколи не перевищує 1, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",C,"Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",B,A,D,Додавання нових ознак до моделі допоможе уникнути перенавчання,"Мультиколеніарність, Погана обумовленість матриці",
